Verband,Regionalverband,Verein,Amtssprache,Besetzung
Fédération Jurassienne de Musique,,Union Instrumentale Sonceboz-Sombeval,FR,F/B
Fédération Jurassienne de Musique,,Echo de la Haute-Roche St-Brais,FR,BB
Fédération Jurassienne de Musique,,Corps de Musique St-Imier,FR,H
Bernischer Kantonal-Musikverband,,Corps de Musique St-Imier,FR,H
Fédération Jurassienne de Musique,,Mus'En'Si Jeunesse St-Imier,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Municipale St-Ursanne,FR,F/B
Fédération Jurassienne de Musique,,Fanfare Municipale Tavannes,FR,F/B
Fédération Jurassienne de Musique,,Fanfare l'Harmonie Vendlincourt,FR,BB
Fédération Jurassienne de Musique,,Fanfare de Villeret,FR,F/B
Luzerner Kantonal-Blasmusikverband,,Feldmusik Adligenswil,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Aesch-Mosen,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Altishofen,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Baldegg,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Ballwil,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Harmonie Beromünster,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Büron,DE,H
Luzerner Kantonal-Blasmusikverband,,Feldmusik Buttisholz,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Dagmersellen,DE,BB
Luzerner Kantonal-Blasmusikverband,,Dorfmusik Dierikon,DE,F/B
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Doppleschwand,DE,BB
Luzerner Kantonal-Blasmusikverband,,Veteranenmusik Luzern,DE,H
Luzerner Kantonal-Blasmusikverband,,Feldmusik Ebikon,DE,H
Luzerner Kantonal-Blasmusikverband,,Brass Band Musikgesellschaft Egolzwil,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Musikgesellschaft Egolzwil,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Eich,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Emmen,DE,H
Luzerner Kantonal-Blasmusikverband,,Personalmusik Flugplatz Emmen,DE,H
Luzerner Kantonal-Blasmusikverband,,Blaskapelle Viscosuisse Emmen,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Entlebuch,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Ermensee,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Eschenbach,DE,H
Luzerner Kantonal-Blasmusikverband,,Brass Band Feldmusik Escholzmatt,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Feldmusik Escholzmatt,DE,BB
Luzerner Kantonal-Blasmusikverband,,Kirchenmusik Escholzmatt,DE,H
Luzerner Kantonal-Blasmusikverband,,Feldmusik Ettiswil,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Finsterwald,DE,H
Luzerner Kantonal-Blasmusikverband,,Brass Band Kirchenmusik Flühli,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Kirchenmusik Flühli,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Flühli,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Musikgesellschaft Flühli,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Geiss,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Gettnau,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Geuensee,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Grossdietwil-Altbüron,DE,BB
Luzerner Kantonal-Blasmusikverband,,Brass Band Frohsinn Grosswangen,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Frohsinn Grosswangen,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Grosswangen,DE,H
Luzerner Kantonal-Blasmusikverband,,Feldmusik Gunzwil,DE,BB
Luzerner Kantonal-Blasmusikverband,,Brass Band Musikgesellschaft Hasle,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Hellbühl,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Hergiswil b. Willisau,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Hildisrieden,DE,BB
Luzerner Kantonal-Blasmusikverband,,Harmoniemusik Hitzkirchertal Hitzkirch,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikverein Hitzkirch,DE,H
Luzerner Kantonal-Blasmusikverband,,Feldmusik Hochdorf,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Harmonie Hochdorf,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Hohenrain,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Schongau,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Inwil,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Kleinwangen-Lieli,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Knutwil,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Knutwil,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Kriens,DE,H
Luzerner Kantonal-Blasmusikverband,,Harmoniemusik Kriens,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Littau,DE,H
Luzerner Kantonal-Blasmusikverband,,Feldmusik Luthern,DE,BB
Luzerner Kantonal-Blasmusikverband,,Brass Band Bürgermusik Luzern,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Bürgermusik Luzern,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Luzern,DE,H
Luzerner Kantonal-Blasmusikverband,,Harmoniemusik Luzern + Horw,DE,H
Verband der Musikvereine des Verkehrspersonals der Schweiz / Fédération des musiques du personnel de,,Harmoniemusik Luzern + Horw,DE,H
Luzerner Kantonal-Blasmusikverband,,Musik Verkehrsbetriebe Luzern,DE,H
Luzerner Kantonal-Blasmusikverband,,Spiel der Luzerner Polizei Luzern,DE,H
Luzerner Kantonal-Blasmusikverband,,Stadtmusik Luzern,DE,H
Luzerner Kantonal-Blasmusikverband,,Feldmusik Malters,DE,H
Luzerner Kantonal-Blasmusikverband,,Feldmusik Marbach,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Harmonie Marbach,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikverein Meggen,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Meierskappel,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Menzberg,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Menznau,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Müswangen,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Nebikon,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Neudorf,DE,H
Luzerner Kantonal-Blasmusikverband,,Brass Band Harmonie Neuenkirch,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Harmonie Neuenkirch,DE,BB
Luzerner Kantonal-Blasmusikverband,,Blasorchester Feldmusik Neuenkirch,DE,H
Luzerner Kantonal-Blasmusikverband,,Brass Band Feldmusik Nottwil,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Oberkirch,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Perlen-Buchrain,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Pfaffnau,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Pfeffikon,DE,BB
Luzerner Kantonal-Blasmusikverband,,Blasorchester Feldmusik Rain,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Harmonie Rain,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Reiden,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Musikgesellschaft Reiden,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Richenthal-Langnau,DE,BB
Luzerner Kantonal-Blasmusikverband,,Brass Band Rickenbach,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Rickenbach,DE,BB
Luzerner Kantonal-Blasmusikverband,,Brass Band Harmonie Rickenbach,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Harmonie Rickenbach,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Rohrmatt,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Römerswil,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Romoos,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Root,DE,BB
Luzerner Kantonal-Blasmusikverband,,Burgmusik Rothenburg,DE,H
Luzerner Kantonal-Blasmusikverband,,Feldmusik Rothenburg,DE,H
Luzerner Kantonal-Blasmusikverband,,Ortsmusik Rüediswil,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikverein Ruswil,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikverein Schenkon,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Schlierbach,DE,BB
Zürcher Blasmusikverband,,Musikverein Langnau,DE,H
Luzerner Kantonal-Blasmusikverband,,Brass Band Schötz,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Schötz,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Schüpfheim,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Schwarzenbach,DE,BB
Luzerner Kantonal-Blasmusikverband,,Brass Band Musikgesellschaft Schwarzenberg,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Harmonie Sempach,DE,H
Luzerner Kantonal-Blasmusikverband,,Bergmusik Sigigen,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Sörenberg,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft St. Urban,DE,H
Luzerner Kantonal-Blasmusikverband,,Stadtmusik Sursee,DE,H
Luzerner Kantonal-Blasmusikverband,,Feldmusik Triengen,DE,H
Luzerner Kantonal-Blasmusikverband,,Feldmusik Udligenswil,DE,BB
Luzerner Kantonal-Blasmusikverband,,Brass Band Uffikon-Buchs,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Ufhusen,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Vitznau,DE,H
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Wauwil,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Weggis,DE,H
Luzerner Kantonal-Blasmusikverband,,Brass Band Werthenstein-Schachen,DE,BB
Luzerner Kantonal-Blasmusikverband,,Kirchenmusik Wiggen,DE,BB
Luzerner Kantonal-Blasmusikverband,,Musikgesellschaft Wikon,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Willisau,DE,H
Luzerner Kantonal-Blasmusikverband,,Stadtmusik Willisau,DE,H
Luzerner Kantonal-Blasmusikverband,,Brass Band Feldmusik Winikon,DE,BB
Luzerner Kantonal-Blasmusikverband,,Feldmusik Wolhusen,DE,H
Luzerner Kantonal-Blasmusikverband,,Brassband Feldmusik Zell,DE,BB
Unterwaldner Musikverband,,Musikgesellschaft Alpnach,DE,H
Unterwaldner Musikverband,,Feldmusik Beckenried,DE,H
Unterwaldner Musikverband,,Musikverein Buochs,DE,H
Unterwaldner Musikverband,,Musikverein Dallenwil,DE,H
Unterwaldner Musikverband,,Musikgesellschaft Emmetten,DE,F/B
Unterwaldner Musikverband,,Musikgesellschaft Engelberg,DE,H
Unterwaldner Musikverband,,Musikgesellschaft Ennetbürgen Ennetbürgen,DE,H
Unterwaldner Musikverband,,Blasmusik Ennetmoos,DE,H
Unterwaldner Musikverband,,Musikgesellschaft Giswil,DE,H
Unterwaldner Musikverband,,Musikverein Hergiswil,DE,H
Unterwaldner Musikverband,,Harmoniemusik Kerns,DE,H
Unterwaldner Musikverband,,Feldmusik Lungern,DE,H
Unterwaldner Musikverband,,Musik Eintracht Sachseln,DE,H
Unterwaldner Musikverband,,Feldmusik Sarnen,DE,H
Unterwaldner Musikverband,,Musikgesellschaft Schwendi Stalden,DE,H
Unterwaldner Musikverband,,Harmoniemusik Stans,DE,H
Unterwaldner Musikverband,,Musikgesellschaft Stansstad,DE,H
Blasmusikverband Uri,,Feldmusik Altdorf,DE,H
Blasmusikverband Uri,,Jugendmusik Altdorf,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Altdorf,DE,H
Blasmusikverband Uri,,Feldmusik Andermatt,DE,H
Blasmusikverband Uri,,Musikverein Bauen,DE,H
Blasmusikverband Uri,,Brass Band Uri Altdorf,DE,BB
Blasmusikverband Uri,,Musikgesellschaft Bristen,DE,BB
Blasmusikverband Uri,,Musikverein Bürglen,DE,H
Blasmusikverband Uri,,Musikgesellschaft Erstfeld,DE,H
Verband der Musikvereine des Verkehrspersonals der Schweiz / Fédération des musiques du personnel de,,Musikgesellschaft Erstfeld,DE,H
Blasmusikverband Uri,,Musikverein Flüelen,DE,H
Blasmusikverband Uri,,Brass Band Gurtnellen,DE,BB
Blasmusikverband Uri,,Musikverein Haldi,DE,BB
Blasmusikverband Uri,,Musikgesellschaft Isenthal,DE,BB
Blasmusikverband Uri,,Musikgesellschaft Realp,DE,BB
Blasmusikverband Uri,,Musikgesellschaft Schattdorf,DE,BB
Blasmusikverband Uri,,Musikverein Seedorf,DE,H
Blasmusikverband Uri,,Musikgesellschaft Seelisberg,DE,H
Blasmusikverband Uri,,Musikgesellschaft Silenen,DE,H
Blasmusikverband Uri,,Musikgesellschaft Sisikon,DE,F/B
Blasmusikverband Uri,,Musikverein Unterschächen,DE,H
Blasmusikverband Uri,,Musikgesellschaft Wassen/Göschenen,DE,H
Verband der Musikvereine des Verkehrspersonals der Schweiz / Fédération des musiques du personnel de,,Musikgesellschaft Wassen/Göschenen,DE,H
Zuger Blasmusikverband,,Feldmusik Allenwinden,DE,H
Zuger Blasmusikverband,,Feldmusik Baar,DE,H
Zuger Blasmusikverband,,Musikgesellschaft Cham,DE,H
Zuger Blasmusikverband,,Musikgesellschaft Hünenberg,DE,H
Zuger Blasmusikverband,,Musikgesellschaft Menzingen,DE,H
Zuger Blasmusikverband,,Harmoniemusik Oberägeri,DE,H
Zuger Blasmusikverband,,Musikgesellschaft Risch-Rotkreuz Rotkreuz,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Musikgesellschaft Risch-Rotkreuz Rotkreuz,DE,BB
Zuger Blasmusikverband,,Musikverein Rotkreuz,DE,H
Zuger Blasmusikverband,,Musikgesellschaft Steinhausen,DE,H
Zuger Blasmusikverband,,Feldmusik Unterägeri,DE,H
Zuger Blasmusikverband,,Musikgesellschaft Walchwil,DE,H
Zuger Blasmusikverband,,Harmoniemusik der Stadt Zug,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Adliswil,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Affoltern a.A.,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Andelfingen,DE,H
Zürcher Blasmusikverband,,Dorfmusik Bachenbülach,DE,H
Zürcher Blasmusikverband,,Musikverein Bäretswil,DE,H
Zürcher Blasmusikverband,,Musikverein Bassersdorf,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Bauma,DE,H
Zürcher Blasmusikverband,,Musikverein Brass Band Berg am Irchel,DE,BB
Zürcher Blasmusikverband,,Musikverein Harmonie Birmensdorf,DE,H
Zürcher Blasmusikverband,,Musikverein Bonstetten,DE,H
Zürcher Blasmusikverband,,Musikverein Bubikon,DE,H
Zürcher Blasmusikverband,,Musikverein Buchs,DE,H
Zürcher Blasmusikverband,,Stadtmusik Bülach,DE,H
Zürcher Blasmusikverband,,Stadtmusik Dietikon,DE,H
Zürcher Blasmusikverband,,Musikverein Dietlikon,DE,H
Zürcher Blasmusikverband,,Stadtmusik Dübendorf,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie am Bachtel Dürnten-Hinwil,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Egg,DE,H
Zürcher Blasmusikverband,,Brass Band Eglisau,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Eglisau,DE,BB
Zürcher Blasmusikverband,,Reitermusik Elgg,DE,BB
Zürcher Blasmusikverband,,Musikverein Harmonie Embrach,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Erlenbach,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Fällanden,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Fehraltorf,DE,H
Zürcher Blasmusikverband,,Harmoniemusik Fischenthal,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Glattfelden,DE,H
Zürcher Blasmusikverband,,Musikverein Gossau ZH,DE,H
Zürcher Blasmusikverband,,Dorfmusig Gryfesee,DE,H
Zürcher Blasmusikverband,,Musikverein Grüningen,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Hausen am Albis,DE,H
Zürcher Blasmusikverband,,Musikverein Hedingen,DE,H
Zürcher Blasmusikverband,,Musikverein Brass Band Henggart,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Musikverein Brass Band Henggart,DE,BB
Zürcher Blasmusikverband,,Musikverein Herrliberg,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Hettlingen,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Hirzel,DE,H
Zürcher Blasmusikverband,,Brass Band Musig Hittnau,DE,BB
Zürcher Blasmusikverband,,Musikverein Harmonie Hombrechtikon,DE,H
Zürcher Blasmusikverband,,Harmoniemusik Helvetia Horgen,DE,H
Zürcher Blasmusikverband,,Musikverein Hütten,DE,H
Zürcher Blasmusikverband,,Stadtmusik Illnau-Effretikon,DE,H
Zürcher Blasmusikverband,,Musikverein Kempttal Kemptthal / Lindau ZH,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Kilchberg,DE,H
Zürcher Blasmusikverband,,Swiss Band Zürich-Flughafen,DE,H
Zürcher Blasmusikverband,,Stadtmusik Kloten,DE,H
Zürcher Blasmusikverband,,Harmonie Eintracht Küsnacht,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Lottstetten,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Eintracht Männedorf,DE,H
Zürcher Blasmusikverband,,Musikverein Helvetia Marthalen,DE,H
Zürcher Blasmusikverband,,Musikverein Maschwanden,DE,BB
Zürcher Blasmusikverband,,Brass Band Maur Maur,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Maur Maur,DE,BB
Zürcher Blasmusikverband,,Musikverein Meilen,DE,H
Zürcher Blasmusikverband,,Musikverein Mettmenstetten,DE,H
Zürcher Blasmusikverband,,Kavalleriemusik Zürich und Umgebung Mönchaltorf,DE,BB
Zürcher Blasmusikverband,,Musikverein Mönchaltorf,DE,H
Zürcher Blasmusikverband,,Musikverein Neerach,DE,H
Zürcher Blasmusikverband,,Musikverein Neftenbach,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Niederglatt,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Niederhasli,DE,H
Zürcher Blasmusikverband,,Musikverein Niederweningen,DE,H
Zürcher Blasmusikverband,,Engstringer Bauernkapelle Oberengstringen,DE,H
Zürcher Blasmusikverband,,Kreismusik Limmattal rechtes Limmattal,DE,H
Zürcher Blasmusikverband,,Musikverein Oberglatt,DE,H
Zürcher Blasmusikverband,,Musikverein Oberrieden,DE,H
Zürcher Blasmusikverband,,Musikverein Obfelden,DE,H
Zürcher Blasmusikverband,,Stadtmusik Opfikon-Glattbrugg,DE,H
Zürcher Blasmusikverband,,Musikverein Ottenbach,DE,H
Zürcher Blasmusikverband,,Harmonie Pfäffikon,DE,H
Zürcher Blasmusikverband,,Musikverein Pfungen,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Rafz,DE,H
Zürcher Blasmusikverband,,Musikverein Regensdorf,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Rheinau,DE,H
Zürcher Blasmusikverband,,Musikverein Richterswil Samstagern,DE,H
Zürcher Blasmusikverband,,Musikverein Rickenbach-Wiesendangen,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Rorbas-Freienstein-Teufen,DE,H
Zürcher Blasmusikverband,,Musikverein Rümlang,DE,H
Zürcher Blasmusikverband,,Sinfonisches Blasorchester Helvetia Rüti-Tann,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Schlieren,DE,H
Zürcher Blasmusikverband,,Musikverein Schöfflisdorf-Oberweningen,DE,H
Zürcher Blasmusikverband,,Musikverein Schönenberg,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Schwerzenbach,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Seuzach,DE,H
Zürcher Blasmusikverband,,Musikverein Verena Stäfa,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Stallikon,DE,H
Zürcher Blasmusikverband,,Musikverein Stammheim,DE,F/B
Zürcher Blasmusikverband,,Musikverein Harmonie Thalwil,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Harmonie Turbenthal,DE,H
Zürcher Blasmusikverband,,Musikverein Uetikon am See,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Urdorf,DE,H
Zürcher Blasmusikverband,,Militärspiel Uster,DE,H
Zürcher Blasmusikverband,,Stadtmusik Uster,DE,H
Zürcher Blasmusikverband,,Harmonie Volketswil,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Wädenswil,DE,H
Zürcher Blasmusikverband,,Harmoniemusik Wald,DE,H
Zürcher Blasmusikverband,,Musikverein Eintracht Wallisellen,DE,H
Zürcher Blasmusikverband,,Musikverein Weisslingen,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Wetzikon,DE,H
Zürcher Blasmusikverband,,Musikverein Wil / ZH,DE,H
Zürcher Blasmusikverband,,Blasorchester Winterthur,DE,H
Zürcher Blasmusikverband,,Stadtharmonie Winterthur-Töss,DE,H
Zürcher Blasmusikverband,,Stadtmusik Winterthur,DE,H
Zürcher Blasmusikverband,,Musikverein Seen Winterthur,DE,H
Zürcher Blasmusikverband,,Musikgesellschaft Edelweiss Wülflingen Winterthur,DE,H
Zürcher Blasmusikverband,,Musik-Corps ALTE GARDE Winterthur,DE,H
Zürcher Blasmusikverband,,Musikverein Veltheim Winterthur,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Zollikon,DE,H
Zürcher Blasmusikverband,,Harmonie Zumikon,DE,H
Zürcher Blasmusikverband,,Zürcher Blechbläser Ensemble Zürich,DE,BB
Zürcher Blasmusikverband,,Musikverein Zürich-Höngg,DE,H
Zürcher Blasmusikverband,,Musik der Verkehrsbetriebe Zürich,DE,H
Zürcher Blasmusikverband,,Musikverein Zürich-Seebach,DE,H
Zürcher Blasmusikverband,,Stadtmusik Zürich,DE,H
Zürcher Blasmusikverband,,Stadtmusik Eintracht Zürich,DE,H
Zürcher Blasmusikverband,,Stadtharmonie Zürich Oerlikon-Seebach Zürich,DE,H
Zürcher Blasmusikverband,,Schützen-Spiel UOG Zürich,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Altstetten Zürich,DE,H
Zürcher Blasmusikverband,,Harmonie Zürich-Wollishofen,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Schwamendingen Zürich-Schwamendingen,DE,H
Zürcher Blasmusikverband,,Polizeimusik Zürich-Stadt Zürich,DE,H
Zürcher Blasmusikverband,,Metallharmonie Zürich-Wiedikon,DE,H
Zürcher Blasmusikverband,,Korpsmusik der Kantonspolizei Zürich,DE,H
Zürcher Blasmusikverband,,Artillerie Musik Alte Garde Zürich,DE,H
Zürcher Blasmusikverband,,Musikverein Harmonie Zürich-Oberstrass,DE,H
Zürcher Blasmusikverband,,Spielsektion des UOV Zürich,DE,H
Zürcher Blasmusikverband,,Musikverein Zürich-Affoltern,DE,H
Zürcher Blasmusikverband,,Jugendmusik Bülach,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Bülach,DE,H
Zürcher Blasmusikverband,,Jugendmusik Dübendorf,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Dübendorf,DE,H
Zürcher Blasmusikverband,,Jugendmusik Embrach,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Embrach,DE,H
Zürcher Blasmusikverband,,Jugendmusik rechtes Limmattal,DE,H
Zürcher Blasmusikverband,,Jugendmusik unterer rechter Zürichsee Küsnacht,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik unterer rechter Zürichsee Küsnacht,DE,H
Zürcher Blasmusikverband,,Jugendmusik Wallisellen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Wallisellen,DE,H
Zürcher Blasmusikverband,,Jugendmusik Zürich 11 Zürich,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Zürich 11 Zürich,DE,H
Zürcher Blasmusikverband,,Stadtjugendmusik Dietikon,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Stadtjugendmusik Dietikon,DE,H
Zürcher Blasmusikverband,,Stadtjugendmusik Illnau-Effretikon,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Stadtjugendmusik Illnau-Effretikon,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Alterswil,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Harmonie d' Arconciel,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare régionale d' Attalens,FR,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale La Mauritia Autigny-Chénens,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Echo du Gibloux Avry-devant-Pont,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare La Lyre Belfaux,FR,F/B
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Bösingen,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Stés Musique La Lyre et L'Harmonie Paroissiale Broc et Estavannens,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Ensemble de cuivres Euphonia Bulle,FR,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Ensemble de cuivres Euphonia Bulle,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Corps de Musique de la Ville de Bulle,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Société de musique l'Edelweiss de Charmey,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare de Châtel-St-Denis,FR,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Fanfare paroissiale l'Echo des Roches de Châtonnaye,FR,BB
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,La Lyre de Corpataux-Magnedens,FR,H
